ID,型,お題,属性,心の読み,A側の表記,B側の表記,掛けた対象,完成文章,人間の評価
,フレーズ・慣用句型,息苦しい防寒マスク,呼吸が困難で息が詰まる,いきがつまる,息が詰まる（物理的に呼吸がしにくい）,息が詰まる（緊張や重苦しさで身動きがとれない）,重苦しい雰囲気の会議室,「息苦しい防寒マスク」とかけて、「重苦しい雰囲気の会議室」と解く。その心は「どちらも『息が詰まる』でしょう。」,
,多義語型,息苦しい防寒マスク,顔が暖かい,あたたかい,暖かい（物理的な温度が高い）,温かい（心のこもった、親切な）,親身になって相談に乗ってくれる友人,「息苦しい防寒マスク」とかけて、「親身になって相談に乗ってくれる友人」と解く。その心は「どちらも『暖かい』でしょう。」,
,完全な同音異義語型,息苦しい防寒マスク,長時間着用で口元が蒸れる,むれる,蒸れる（湿気で不快になる）,群れる（集まって集団になる）,大勢で移動する渡り鳥,「息苦しい防寒マスク」とかけて、「大勢で移動する渡り鳥」と解く。その心は「どちらも『むれる』でしょう。」,
,フレーズ・慣用句型,息苦しい防寒マスク,顔にぴったりと密着する,ぴったりする,ぴったりする（物理的に隙間なく密着する）,ぴったりする（状況や条件にうまく当てはまる）,計画通りに進むプロジェクト,「息苦しい防寒マスク」とかけて、「計画通りに進むプロジェクト」と解く。その心は「どちらも『ぴったりする』でしょう。」,
,多義語型,焦げる石油ストーブ,焦げ付くと不快な「臭い」がする,におい,臭い,怪しい匂いがする,事件を追う警察官,焦げる石油ストーブとかけて、事件を追う警察官と解く。その心は「どちらも『怪しい匂いがする』でしょう。」,
,完全な同音異義語型,焦げる石油ストーブ,燃焼するための「芯」が不可欠,しん,芯,信,政治家,焦げる石油ストーブとかけて、政治家と解く。その心は「どちらも『信【芯/信】が大事』でしょう。」,
,フレーズ・慣用句型,焦げる石油ストーブ,焦げ付くと「火力が落ちる」,かりょくがおちる,火力が落ちる,企画の「火力が落ちる」,閉店間際で客足の遠のいた居酒屋,焦げる石油ストーブとかけて、閉店間際で客足の遠のいた居酒屋と解く。その心は「どちらも『火力が落ちる』でしょう。」,
,多義語型,焦げる石油ストーブ,部屋を「温かく」する,あたたかい,温かい,心が「温かい」,親身になって相談に乗ってくれる友人,焦げる石油ストーブとかけて、親身になって相談に乗ってくれる友人と解く。その心は「どちらも『温かい』でしょう。」,
,完全な同音異義語型,焦げる石油ストーブ,燃料に「油」を使う,あぶら,油,脂,旬を迎えた魚,焦げる石油ストーブとかけて、旬を迎えた魚と解く。その心は「どちらも『脂【油/脂】が乗っている』でしょう。」,
,フレーズ・慣用句型,焦げる石油ストーブ,焦げ付きの煙や匂いで「目が痛くなる」ことがある,めがいたくなる,目が痛くなる,演技がひどすぎて「目が痛くなる」,大根役者の舞台,焦げる石油ストーブとかけて、大根役者の舞台と解く。その心は「どちらも『目が痛くなる』でしょう。」,
,完全な同音異義語型,冷える夏の竹シーツ,ベッドに敷いて使うものである,しく,敷く,しくじる（失敗する）,ドジな人,冷える夏の竹シーツとかけて、ドジな人と解く。その心は「どちらも『しく』でしょう」。,
,完全な同音異義語型,冷える夏の竹シーツ,素材が竹である,たけ,竹,丈（服の長さや高さ）,服の長さを気にする人,冷える夏の竹シーツとかけて、服の長さを気にする人と解く。その心は「どちらも『たけ』が気になるでしょう」。,
,多義語型,冷える夏の竹シーツ,体を涼しくする、涼しさを与える,すずしい,涼しい（温度が低い）,涼しい顔（平静な態度）,ピンチでも慌てない人,冷える夏の竹シーツとかけて、ピンチでも慌てない人と解く。その心は「どちらも『涼しい』でしょう」。,
,多義語型,冷える夏の竹シーツ,体温を奪い、ひんやりさせる,ひえる,冷える（温度が下がる）,冷える（人間関係が悪化する）,仲が悪くなった夫婦,冷える夏の竹シーツとかけて、仲が悪くなった夫婦と解く。その心は「どちらも『冷える』でしょう」。,
,フレーズ・慣用句型,冷える夏の竹シーツ,体の熱を逃がして涼しくする,ねつをのがす,熱を逃がす（物理的な熱の放出）,好機を逃す（チャンスを失う）,チャンスを活かせない経営者,冷える夏の竹シーツとかけて、チャンスを活かせない経営者と解く。その心は「どちらも『熱（好機）を逃がす』でしょう」。,
,フレーズ・慣用句型,冷える夏の竹シーツ,暑苦しい体をさっぱりさせてくれる,さっぱりする,さっぱりする（体の清々しさ、気分がすっきりする）,関係をさっぱりさせる（人間関係を清算する、断ち切る）,過去の恋愛を引きずらない人,冷える夏の竹シーツとかけて、過去の恋愛を引きずらない人と解く。その心は「どちらも『さっぱりする』でしょう」。,
,完全な同音異義語型,痛い静電気のセーター,静電気がバチバチと電気を出す,ほうでん,放電,法典,法律をまとめた書物,「痛い静電気のセーター」とかけて、「法律をまとめた書物」と解く。その心は「どちらも『ほうでん（放電／法典）』でしょう。」,
,完全な同音異義語型,痛い静電気のセーター,摩擦で髪や繊維が逆立つ,たつ,立つ,経つ,時の流れ,「痛い静電気のセーター」とかけて、「時の流れ」と解く。その心は「どちらも『たつ（毛が立つ／時が経つ）』でしょう。」,
,多義語型,痛い静電気のセーター,電気が蓄積する,たまる,溜まる,溜まる,不満が爆発寸前の人,「痛い静電気のセーター」とかけて、「不満が爆発寸前の人」と解く。その心は「どちらも『溜まる』でしょう。」,
,多義語型,痛い静電気のセーター,ピリッとした刺激がある,しげきてき,刺激的,刺激的,スリリングなアトラクション,「痛い静電気のセーター」とかけて、「スリリングなアトラクション」と解く。その心は「どちらも『刺激的』でしょう。」,
